,대피시설명,주소,평시활용 유형,대피시설 면적,경도,위도
2,평광교회,서울특별시 양천구 목동서로 13 (목동),주차장,1272.0,126.884365,37.538217
3,화성프라자,서울특별시 양천구 목동동로 435 (목동),주차장,489.0,126.884848,37.537386
4,신월프라자,서울특별시 양천구 곰달래로5길 17 (신월동 신월프라자),주차장,7200.0,126.833603,37.53111
6,보성아파트,서울특별시 양천구 오목로13길 33 (신월동 신월보성아파트),주차장,1207.0,126.844525,37.525881
7,우당아파트,서울특별시 양천구 오목로 90 (신월동),주차장,3894.0,126.847848,37.523044
8,신월4동주민센터,서울특별시 양천구 오목로5길 34 (신월동),공공시설,608.0,126.840078,37.524669
9,금용아파트,서울특별시 양천구 신월로17길 22 (신월동 금용아파트),주차장,3758.0,126.842411,37.520564
10,성은교회,서울특별시 양천구 화곡로 100 (신월동),주차장,565.0,126.833176,37.539378
11,승원빌딩,서울특별시 양천구 지양로 22 (신월동 승원빌딩),주차장,1124.0,126.837444,37.518675
13,신월시영아파트,서울특별시 양천구 신월로 99 (신월동 신월시영아파트),주차장,10241.0,126.835156,37.518456
14,현대프라자,서울특별시 양천구 중앙로32길 61 (신정동),주차장,2545.0,126.860316,37.520083
18,방송회관,서울특별시 양천구 목동동로 233 (목동 한국방송회관),공공시설,14778.0,126.871381,37.526981
19,한국통신,서울특별시 양천구 목동서로 201 (목동),주차장,16129.0,126.871104,37.529428
20,한국전파진흥협회,서울특별시 양천구 목동중앙로13나길 3 (목동 한국전파진흥협회),주차장,1113.0,126.880614,37.546174
21,양천우체국,서울특별시 양천구 목동서로 117 (목동 양천우체국),공공시설,4145.0,126.876203,37.532864
22,양천도서관,서울특별시 양천구 목동서로 113 (목동 양천도서관),공공시설,1024.0,126.876229,37.533559
24,양정중고등학교,서울특별시 양천구 안양천로 1039 (목동 양정중학교.양정고등학교),주차장,1315.0,126.887734,37.535392
25,이화여대부속목동병원,서울특별시 양천구 안양천로 1071 (목동 이화여대목동병원),공공시설,9705.0,126.886746,37.536983
26,경향렉스빌아파트,서울특별시 동작구 양녕로23길 9,주차장,10144.0,126.941731,37.495325
27,동광교회,서울특별시 동작구 성대로1길 26,주차장,3233.0,126.934909,37.501851
28,도화 공영주차장,서울특별시 동작구 성대로17길 지하 52,주차장,2138.0,126.935245,37.499808
29,삼익아파트,서울특별시 동작구 양녕로26나길 8,주차장,1184.0,126.944561,37.497366
30,롯데캐슬비엔아파트,서울특별시 동작구 양녕로 170,주차장,1184.0,126.943643,37.497001
31,우성1차아파트,서울특별시 동작구 여의대방로 22,주차장,6088.0,126.911642,37.49106
32,현대아파트,서울특별시 동작구 여의대방로 28,주차장,4899.0,126.911692,37.495273
33,사당삼익그린뷰아파트,서울특별시 동작구 남부순환로255길 21,주차장,6732.0,126.968892,37.477376
34,진흥아파트,서울특별시 동작구 사당로16아길 43,주차장,3743.0,126.969329,37.480562
35,사당휴먼시아아파트,서울특별시 동작구 사당로16길 96,주차장,13395.0,126.970139,37.479495
37,사당자이아파트,서울특별시 동작구 사당로2가길 102,주차장,13777.0,126.963417,37.488373
38,남해오네뜨아파트,서울특별시 동작구 사당로2가길 173,주차장,4944.0,126.965527,37.487012
39,삼호그린아파트,서울특별시 동작구 사당로2가길 188,주차장,7647.0,126.965523,37.486443
40,장은해그린아파트,서울특별시 동작구 사당로2길 40,주차장,2983.0,126.963413,37.491917
43,힐스테이트 상도 센트럴파크,서울특별시 동작구 상도로 346-1,주차장,44696.0,126.951667,37.49679
44,삼성래미안3차아파트,서울특별시 동작구 상도로53길 8,주차장,1650.0,126.954053,37.500862
45,삼호아파트 지하주차장,서울특별시 동작구 상도로 407,주차장,498.0,126.957771,37.493919
46,건영아파트,서울특별시 동작구 만양로 26,주차장,10801.0,126.949543,37.507632
48,청화병원,서울특별시 동작구 장승배기로 108,공공시설,583.0,126.940242,37.507141
50,성원아파트,서울특별시 동작구 여의대방로44길 9,주차장,2069.0,126.925917,37.509732
51,보라매코오롱하늘채아파트,서울특별시 동작구 여의대방로24다길 40,주차장,5616.0,126.922879,37.498514
52,솔표빌딩,서울특별시 동작구 노량진로 26,주차장,8727.0,126.928927,37.512952
53,사당1동주민센터,서울특별시 동작구 동작대로17길 28,공공시설,591.0,126.978771,37.483072
55,쌍립빌딩,서울특별시 동작구 동작대로 59,주차장,12226.0,126.981485,37.482001
56,삼성아파트,서울특별시 동작구 사당로26길 130-6,주차장,5270.0,126.977647,37.478034
57,르메이에르아파트,서울특별시 동작구 사당로20길 119,주차장,4824.0,126.973617,37.478433
59,사당신동아아파트5단지,서울특별시 동작구 동작대로29길 118,주차장,10024.0,126.97715,37.491041
60,사당동삼성아파트,서울특별시 동작구 동작대로35아길 14,주차장,2174.0,126.979958,37.493103
63,사당극동아파트,서울특별시 동작구 동작대로29길 119,주차장,10479.0,126.976055,37.490889
64,사당우성아파트2단지,서울특별시 동작구 동작대로29길 91,주차장,6497.0,126.976296,37.48802
67,대림아파트,서울특별시 동작구 사당로17길 52,주차장,360.0,126.973148,37.487429
68,현대아파트,서울특별시 동작구 사당로13길 86,주차장,963.0,126.970502,37.487612
70,경남아너스빌,서울특별시 동작구 사당로9가길 82,주차장,7550.0,126.967132,37.488281
71,사당롯데캐슬아파트,서울특별시 동작구 사당로27길 181,주차장,6578.0,126.971627,37.490553
72,삼성래미안아파트,서울특별시 동작구 사당로23바길 9,주차장,44480.0,126.96919,37.489608
73,롯데캐슬아파트,서울특별시 동작구 사당로27길 190,주차장,29117.0,126.9716,37.49096
75,신풍두산위브센티움,서울특별시 영등포구 대방천로 155 (신길동 신풍두산위브센티움),주차장,1290.0,126.908211,37.499558
76,신길1동 신길자이아파트,서울특별시 영등포구 가마산로79길 19-0 (신길동),주차장,5556.0,126.916308,37.506592
77,삼성래미안 프레비뉴 아파트,서울특별시 영등포구 가마산로 442 (신길동 래미안프레비뉴),주차장,46929.32,126.909527,37.504982
78,보라매 두산위브 아파트 지하주차장,서울특별시 영등포구 여의대방로9길 5 (신길동 보라매두산위브),주차장,5779.0,126.914244,37.497412
79,신대림2차신동아파밀리에아파트,서울특별시 영등포구 디지털로 420 (대림동 신대림2차신동아파밀리에),주차장,13556.0,126.904919,37.493405
80,우성2차아파트,서울특별시 영등포구 도림로47길 1 (대림동),주차장,1800.0,126.899908,37.495612
81,진덕빌딩(지하주차장),서울특별시 영등포구 선유동1로 22 (당산동2가 당산주차빌딩),주차장,1017.0,126.892135,37.524008
82,영등포뉴타운지하상가,서울특별시 영등포구 영중로 지하 40 (영등포동3가 영등포뉴타운지하쇼핑몰),주차장,7383.28,126.904869,37.519867
83,서울남부고용노동지청,서울특별시 영등포구 선유로 120 (양평동1가 노동부 남부지청),주차장,6267.24,126.890992,37.524758
84,영등포세무서(지하주차장),서울특별시 영등포구 선유동1로 38 (당산동3가 영등포세무서),주차장,1655.54,126.892778,37.525294
85,영등포구청별관(A동 지하층),서울특별시 영등포구 선유동1로 80 (당산동3가 영등포구청별관),공공시설,737.84,126.894467,37.52862
87,순영웰라이빌,서울특별시 영등포구 영등포로62길 42 (영등포동),주차장,5404.0,126.913539,37.516542
88,대우이안(아)12 (101동~104동 지하),서울특별시 영등포구 선유로33길 18 (양평동3가 양평동 대우이안2),주차장,4310.0,126.889506,37.527093
89,신동아하이팰리스 (전동 지하),서울특별시 영등포구 선유서로 67 (양평동2가 신동아하이팰리스),주차장,17840.79,126.884455,37.522093
90,래미안에스티움,서울특별시 영등포구 신풍로 77 (신길동 래미안에스티움),주차장,87849.09,126.911545,37.50042
91,쌍용플래티넘시티1단지,서울특별시 영등포구 도영로7길 15 (도림동 쌍용플래티넘시티1단지),주차장,9770.77,126.893624,37.509357
92,영등포제1스포츠센터,서울특별시 영등포구 신풍로 1 (신길동 영등포제1스포츠센터),공공시설,2333.0,126.906305,37.500542
93,브라운스톤 아파트,서울특별시 영등포구 버드나루로12가길 13 (영등포동7가 브라운스톤 영등포아파트),주차장,4320.0,126.911451,37.524184
94,영등포아트자이아파트,서울특별시 영등포구 도영로 66 (도림동 영등포아트자이아파트),주차장,42778.83,126.900177,37.510395
95,반도유보라팰리스(전동 지하1층~지하2층),서울특별시 영등포구 국회대로 597 (당산동4가 당산동 반도유보라팰리스),주차장,8932.0,126.900791,37.527913
96,삼성래미안4차(아)(전동 지하1층~지하2층),서울특별시 영등포구 당산로 214 (당산동5가 당산 삼성 래미안),주차장,24565.0,126.902834,37.532931
98,두산위브아파트,서울특별시 영등포구 신길로60나길 9 (영등포동 두산위브),주차장,11179.0,126.912441,37.51477
99,신대림자이아파트,서울특별시 영등포구 시흥대로173길 13 (대림동 신대림자이),주차장,21176.83,126.902342,37.486551
100,한솔솔파크아파트,서울특별시 영등포구 도림천로 431 (대림동 新 대림 한솔 솔파크),주차장,7890.9,126.899687,37.487676
101,여의동주민자치센터,서울특별시 영등포구 국제금융로 124 (여의도동 여의동주민센터),공공시설,391.0,126.934614,37.517678
102,신길7동주민센터,서울특별시 영등포구 여의대방로43길 10 (신길동 신길7동주민센터),공공시설,380.0,126.921514,37.506369
103,문래힐스테이트,서울특별시 영등포구 문래로 82 (문래동3가 문래힐스테이트),주차장,39702.45,126.891035,37.519194
104,삼성래미안아파트 지하주차장 (102동),서울특별시 영등포구 가마산로79길 7 (신길동),주차장,9364.0,126.914598,37.50514
106,영등포아트홀(지하층),서울특별시 영등포구 국회대로 596 (당산동3가 영등포구민회관),주차장,707.2,126.900109,37.526009
113,당산푸르지오아파트,서울특별시 영등포구 영중로 154 (영등포동8가 당산 푸르지오),주차장,31810.16,126.906067,37.531188
114,양평동우림이비지센터,서울특별시 영등포구 양산로 43 (양평동3가 양평동우림 이 비지센타),공공시설,11026.8,126.887942,37.525744
115,보라매 경남아너스빌 아파트 지하주차장(전동지하),서울특별시 영등포구 여의대방로 25 (신길동),주차장,8874.0,126.908978,37.494712
116,동아에코빌,서울특별시 영등포구 도림로 365 (도림동 동아에코빌),주차장,13415.0,126.898684,37.508891
117,한라아파트,서울특별시 영등포구 도신로15라길 5-7 (도림동 한라아파트),주차장,5268.0,126.897378,37.507864
118,영등포푸르지오아파트,서울특별시 영등포구 도신로29길 28 (영등포동 영등포푸르지오),주차장,60500.0,126.902326,37.511795
119,대림동1차한신아파트,서울특별시 영등포구 디지털로69길 13 (대림동 대림동1차한신아파트),주차장,7084.0,126.903453,37.494472
120,대림동현대아파트,서울특별시 영등포구 시흥대로187길 12 (대림동 대림동현대아파트),주차장,6183.0,126.908187,37.493034
121,신길1동 경남아파트,서울특별시 영등포구 영등포로65길 3 (신길동 신길동경남아파트),주차장,12381.0,126.918406,37.515047
123,삼성아파트112동 지하주차장,서울특별시 영등포구 신길로42길 25 112동 1층 (신길동),주차장,2382.0,126.913735,37.507319
124,한화꿈에그린아파트주차장,서울특별시 영등포구 신길로 119 (신길동 신길뉴타운 한화 꿈에그린),주차장,13003.0,126.90971,37.50351
125,대성유니드아파트 지하주차장,서울특별시 영등포구 가마산로50길 27 (신길동 신길동 대성 유니드 아파트),주차장,3023.0,126.902931,37.501645
126,삼성래미안아파트 2단지 지하주차장,서울특별시 영등포구 신길로42길 35 108동 (신길동),주차장,8341.72,126.914966,37.507594
128,건영아파트,서울특별시 영등포구 도림로 313 (신길동 건영아파트),주차장,660.81,126.901419,37.505442
129,우성5차아파트,서울특별시 영등포구 도신로 100 (신길동 신길우성5차아파트),주차장,6577.55,126.903275,37.506738
130,우성1차아파트,서울특별시 영등포구 도신로 68 (신길동 신길우성아파트),주차장,4132.25,126.89979,37.505762
131,정오빌딩,서울특별시 영등포구 영등포로 422 (신길동),주차장,705.0,126.924809,37.512392
133,삼환아파트,서울특별시 영등포구 여의대방로43나길 25 (신길동 삼환아파트),주차장,4657.0,126.920789,37.506624
134,한성아파트,서울특별시 영등포구 가마산로 575 (신길동 한성아파트),주차장,2281.0,126.919574,37.504841
136,현대건설기술교육원,서울특별시 영등포구 도림천로19길 12-2 (대림동),주차장,1398.35,126.901183,37.487141
137,안국약품빌딩,서울특별시 영등포구 시흥대로 613 (대림동),주차장,1487.61,126.904611,37.487353
138,현대1차아파트,서울특별시 영등포구 도신로4길 14 (대림동 현대아파트),주차장,1583.48,126.893811,37.501667
139,신동아아파트,서울특별시 영등포구 대림로31길 39 (대림동),주차장,3649.6,126.894786,37.495333
140,우성아파트,서울특별시 영등포구 도림로 187 (대림동),주차장,2314.06,126.900592,37.495566
141,현대2차아파트,서울특별시 영등포구 도신로4길 6 (대림동),주차장,4360.35,126.894248,37.502644
142,현대3차아파트,서울특별시 영등포구 도신로 31 (대림동),주차장,10219.46,126.895153,37.506234
143,우성4차아파트,서울특별시 영등포구 영등포로64길 11 (신길동 신길우성아파트),주차장,3053.0,126.917357,37.514186
147,문영칸타빌레아파트,서울특별시 영등포구 도림천로 391 (대림동 대림동문영칸타빌레아파트),주차장,743.81,126.897019,37.489718
148,코오롱아파트,서울특별시 영등포구 도영로 2-5 (대림동),주차장,11867.39,126.894325,37.507143
149,양평2동 거성아파트 지하주차장 12층,서울특별시 영등포구 선유로43가길 24 (양평동3가 거성파스텔아파트),주차장,20088.29,126.892012,37.531459
150,당산근린공원(지하주차장),서울특별시 영등포구 당산로27길 12 (당산동3가),주차장,6241.0,126.895135,37.525218
152,신길종합사회복지관,서울특별시 영등포구 영등포로84길 24-5 (신길동 신길종합사회복지관),공공시설,3604.0,126.921433,37.511118
153,영등포구청(지하상황실),서울특별시 영등포구 당산로 123 (당산동3가 영등포구청),공공시설,552.64,126.896367,37.525963
154,영등포시장앞지하상가,서울특별시 영등포구 영등포로 219 (영등포동5가),주차장,1266.12,126.90575,37.520122
155,영등포로터리지하상가,서울특별시 영등포구 영중로 9 (영등포동4가 신세계백화점),주차장,6333.91,126.905517,37.517148
156,영등포역앞지하상가,서울특별시 영등포구 경인로 846 (영등포동 영등포 민자역사),주차장,4684.32,126.907633,37.515669
159,중소기업중앙회,서울특별시 영등포구 은행로 30 (여의도동 중소기업중앙회),주차장,8019.0,126.922644,37.528189
163,63한화생명빌딩,서울특별시 영등포구 63로 50 (여의도동 63한화생명빌딩),주차장,22725.0,126.939909,37.519664
164,지하철 2호선 영등포구청역,서울특별시 영등포구 당산로 지하 121 (당산동3가),공공시설,7414.91,126.896627,37.525689
165,지하철 5호선 영등포구청역,서울특별시 영등포구 양산로 지하 116 (당산동3가 영등포구청역),공공시설,10738.0,126.895297,37.524214
166,유통상가(자하층),서울특별시 영등포구 영등포로 109 (당산동2가 영등포유통상가),주차장,1801.66,126.893917,37.522417
167,동양타워빌딩(지하2층~지하5층),서울특별시 영등포구 국회대로 543 (당산동4가 동양석판사옥),주차장,8830.0,126.895333,37.529175
169,문래청소년회관,서울특별시 영등포구 문래로 110 (문래동3가 문래청소년회관),공공시설,4310.76,126.894115,37.518844
170,현대2차아파트,서울특별시 영등포구 문래로4길 4 (문래동6가 현대아파트),주차장,2115.71,126.883536,37.520375
171,현대3차아파트,서울특별시 영등포구 선유서로 6 (문래동5가 현대3차아파트),주차장,806.62,126.884687,37.515953
172,미원아파트,서울특별시 영등포구 문래로8길 5 (문래동6가 문래동미원아파트),주차장,1692.57,126.886419,37.519878
173,베어스타운아파트,서울특별시 영등포구 선유서로 40 (문래동6가 베어스타운아파트),주차장,6158.71,126.884837,37.51902
174,현대6차아파트,서울특별시 영등포구 선유서로 31 (문래동6가 문래동현대6차아파트),주차장,1477.69,126.883964,37.518639
175,현대5차아파트,서울특별시 영등포구 선유서로9길 5 (문래동5가 문래현대5차아파트),주차장,5130.0,126.883259,37.517889
177,한신아파트 지하주차장 12층,서울특별시 영등포구 양평로24길 9 (양평동5가 양평동한신아파트),주차장,5940.0,126.891746,37.54028
178,아이파크아파트,서울특별시 구로구 개봉로2길 133-15,주차장,30933.0,126.860071,37.489504
179,한진아파트,서울특별시 구로구 개봉로3길 87,주차장,27225.0,126.850971,37.485899
180,영화아이닉스아파트,서울특별시 구로구 개봉로1길 188,주차장,6237.0,126.849426,37.482986
181,대상아파트,서울특별시 구로구 개봉로1길 170,주차장,1653.0,126.849629,37.482322
182,거성아파트,서울특별시 구로구 개봉로15길 91,주차장,1322.0,126.851081,37.489645
184,우성현대아파트,서울특별시 구로구 중앙로1길 18-19,주차장,628.0,126.863149,37.498577
185,우성꿈동산,서울특별시 구로구 경인로47다길 34-7,지하주차장,2598.0,126.865958,37.503274
186,센츄리아파트,서울특별시 구로구 중앙로12길 12,주차장,2554.0,126.861878,37.504959
187,일이삼전자타운,서울특별시 구로구 경인로 393-7,주차장,2817.0,126.863047,37.497408
188,삼환로즈빌,서울특별시 구로구 경인로 343,주차장,22833.0,126.857433,37.498303
189,고척도서관,서울특별시 구로구 고척로45길 31,공공시설,2770.0,126.853055,37.505346
190,구로구민체육센터,서울특별시 구로구 고척로45길 39,공공시설,628.0,126.853278,37.506582
192,을지로3구역지하쇼핑센터,서울특별시 중구 을지로 지하131,공공시설,14430.0,126.994078,37.566446
193,고척대우아파트,서울특별시 구로구 고척로52길 48,주차장,36975.0,126.855114,37.503399
194,현대홈타운아파트,서울특별시 구로구 개봉로 20길 158,주차장,18182.0,126.860737,37.492042
195,현대아파트,서울특별시 구로구 개봉로 20길 6,주차장,56199.0,126.859308,37.49288
196,영화아파트,서울특별시 구로구 경인로40길 11,주차장,2975.0,126.859423,37.496057
197,한국컨벤션웨딩홀,서울특별시 구로구 경인로 314,주차장,1505.0,126.855224,37.496823
198,건영아파트,서울특별시 구로구 고척로21나길 85-6,주차장,760.0,126.840792,37.50134
199,창동아파트,서울특별시 구로구 고척로21나길 48-80,주차장,1388.0,126.842359,37.504006
201,중소기업은행,서울특별시 구로구 개봉로 60,주차장,331.0,126.856271,37.491113
202,동인아파트,서울특별시 구로구 서해안로34가길 22,주차장,594.0,126.849081,37.493872
203,상우아파트,서울특별시 구로구 남부순환로97길 50,주차장,1802.0,126.86051,37.493709
204,두산아파트,서울특별시 구로구 남부순환로95길 88,주차장,13425.0,126.851731,37.495325
205,삼호아파트,서울특별시 구로구 남부순환로95길 16,주차장,3524.0,126.857308,37.494568
206,삼환아파트,서울특별시 구로구 남부순환로95길 54,주차장,12430.0,126.854711,37.495035
207,진로아파트,서울특별시 구로구 개봉로 15길 84-15,주차장,1398.0,126.850857,37.490481
208,새솔금호아파트,서울특별시 구로구 공원로 35,주차장,8141.0,126.890521,37.500162
209,신안타워,서울특별시 구로구 구로중앙로 68,주차장,3713.0,126.888807,37.49586
210,롯데아파트,서울특별시 구로구 새말로 31,주차장,52800.0,126.884825,37.504381
211,신도림태영타운아파트,서울특별시 구로구 새말로 93,주차장,79200.0,126.889103,37.506234
212,일신건영아파트,서울특별시 구로구 새말로9길 22,주차장,3960.0,126.885745,37.503619
213,효성아파트,서울특별시 구로구 구로중앙로28다길 24,주차장,4290.0,126.888719,37.501562
214,LG자이아아파트,서울특별시 구로구 새말로18길 64,주차장,9240.0,126.89191,37.503648
215,거성아파트1차,서울특별시 구로구 고척로 85,주차장,1217.0,126.843823,37.501074
216,거성아파트2차,서울특별시 구로구 고척로 82,주차장,8317.0,126.843106,37.499804
217,우성아파트,서울특별시 구로구 고척로19길 69-6,주차장,1402.0,126.843678,37.504521
218,동도센트리움,서울특별시 구로구 고척로22길 84,주차장,3484.0,126.846809,37.498145
219,대림프라자,서울특별시 구로구 경인로 319,주차장,661.0,126.855611,37.497577
221,한마을아파트,서울특별시 구로구 경인로 382,주차장,216427.0,126.863082,37.496373
222,고운아파트,서울특별시 구로구 경인로 271,주차장,3437.0,126.850907,37.499034
223,동부덕고개아파트,서울특별시 구로구 경인로 248-14,주차장,2215.0,126.847879,37.49756
224,한신플러스타운,서울특별시 구로구 고척로 52,주차장,12893.0,126.840471,37.498568
225,삼천리아파트,서울특별시 구로구 경인로8길75,주차장,16104.0,126.839573,37.49287
227,그린빌라,서울특별시 구로구 연동로287,주차장,331.0,126.823249,37.4873
228,금강아파트,서울특별시 구로구 서해안로34가길18,주차장,992.0,126.848185,37.493791
229,현대연립,서울특별시 구로구 오류로 62-15,주차장,331.0,126.841347,37.489455
230,경남아너스빌,서울특별시 구로구 오류로 65,주차장,12672.0,126.840113,37.490645
231,금강수목원아파트,서울특별시 구로구 오리로1197,주차장,14962.0,126.834111,37.488709
232,영풍마드레빌아파트,서울특별시 구로구 경인로8길64,주차장,25179.0,126.840292,37.492169
234,천왕이펜하우스1단지,서울특별시 구로구 천왕로91,주차장,13313.0,126.837447,37.486689
235,천왕이펜하우스2단지,서울특별시 구로구 천왕로92,주차장,23430.0,126.838088,37.485229
236,천왕이펜하우스3단지,서울특별시 구로구 천왕로56,주차장,47438.0,126.838915,37.483053
237,천왕이펜하우스4단지,서울특별시 구로구 천왕로29,주차장,21406.0,126.838595,37.480802
238,천왕이펜하우스5단지,서울특별시 구로구 천왕로10,주차장,19601.0,126.842163,37.480727
239,천왕이펜하우스6단지,서울특별시 구로구 천왕로9,주차장,26707.0,126.842258,37.479021
247,기독교한국침례회 연세중앙교회,서울특별시 구로구 부일로 977,주차장,18088.0,126.835258,37.49513
248,동선아파트,서울특별시 구로구 경인로 158,주차장,3074.0,126.839509,37.493652
249,미성빌딩,서울특별시 구로구 가마산로242,주차장,1954.0,126.887653,37.494317
250,서울중앙기계부품,서울특별시 구로구 경인로53길 15,지하주차장,165290.0,126.876118,37.502031
251,월드아파트,서울특별시 구로구 구로중앙로229,주차장,3306.0,126.875539,37.505317
252,우리유앤미아파트,서울특별시 구로구 구로동로 43길 10,주차장,5554.0,126.881809,37.496707
253,구로역중앙하이츠아파트,서울특별시 구로구 구로동로47길 24,주차장,3845.0,126.880477,37.499463
254,뉴홍현솔레디움아파트,서울특별시 구로구 구로동로42길 77,주차장,3109.0,126.883538,37.498857
255,스위트팰리스,서울특별시 구로구 구로동로47길 24-22,주차장,737.0,126.881326,37.499112
256,대륭포스트타워1차,서울특별시 구로구 디지털로34길 27,주차장,347.0,126.898223,37.485442
257,구로동금호아파트,서울특별시 구로구 공원로 26,주차장,6082.0,126.892111,37.499903
258,하늘공원 주차장,서울특별시 구로구 벚꽃로 370,주차장,6663.0,126.88081,37.487238
259,솔보프라자(항동주민센터),서울특별시 구로구 서해안로 2102,공공시설,1329.0,126.823411,37.480152
260,하버라인2단지,서울특별시 구로구 연동로 234,주차장,25813.0,126.821973,37.481734
261,하버라인3단지,서울특별시 구로구 항동로 43,주차장,153337.0,126.824699,37.47888
262,하버라인4단지,서울특별시 구로구 항동로 72,주차장,15225.0,126.826623,37.481241
263,하버라인8단지,서울특별시 구로구 서해안로 2036,주차장,12656.0,126.818696,37.475639
264,하버라인9단지,서울특별시 구로구 항동로 68,주차장,7848.0,126.825889,37.480322
265,하버라인11단지,서울특별시 구로구 연동로 191-5,주차장,7100.0,126.822351,37.478061
266,한양수자인,서울특별시 구로구 항동로 42,지하주차장,26094.0,126.82513,37.477928
267,구로우성아파트,서울특별시 구로구 구일로8길 31,주차장,5824.0,126.872676,37.495173
268,구일우성아파트,서울특별시 구로구 구일로2길 60,주차장,18552.0,126.877081,37.489758
269,영화참마음아파트,서울특별시 구로구 구일로8길 79,주차장,2724.0,126.874549,37.496742
272,구로구청,서울특별시 구로구 가마산로245,공공시설,1323.0,126.888289,37.495511
274,구로기계공구상가,서울특별시 구로구 구로중앙로197,주차장,1332.0,126.877905,37.503906
275,고대구로병원,서울특별시 구로구 구로동로148,공공시설,2645.0,126.884638,37.491181
276,대림e-편한세상  3차아파트,서울특별시 구로구 신도림로 11,주차장,6108.0,126.878122,37.507275
277,대림e-편한세상  4차아파트,서울특별시 구로구 경인로65길 16-15,주차장,33058.0,126.886545,37.509362
278,대림e-편한세상 6차아파트,서울특별시 구로구 경인로59길 7,주차장,3706.0,126.88264,37.505441
279,대림e-편한세상  7차아파트,서울특별시 구로구 신도림로 56-13,주차장,19835.0,126.882441,37.509077
281,가리봉교회(지하),서울특별시 구로구 우마2길 34,주차장,331.0,126.889985,37.482255
282,정성요양병원,서울특별시 구로구 남부순환로107길 22,공공시설,428.0,126.894455,37.479368
283,우방아파트,서울특별시 구로구 구일로 154-17,주차장,965.0,126.87437,37.497808
284,현대의보아파트,서울특별시 구로구 구일로8길 121,주차장,440.0,126.875873,37.497866
285,현대(상선)아파트,서울특별시 구로구 구일로10길 53,주차장,367.0,126.875023,37.496232
286,한국현대아파트,서울특별시 구로구 구일로8길 107,주차장,450.0,126.875397,37.497835
288,다솜금호아파트,서울특별시 구로구 새말로16길 70,주차장,5940.0,126.891957,37.502866
291,신도림동주민센터,서울특별시 구로구 신도림로 40,공공시설,559.0,126.880595,37.50778
292,현대아파트,서울특별시 구로구 신도림로19길 16,주차장,5950.0,126.884617,37.511582
293,동아1차아파트,서울특별시 구로구 신도림로 87,주차장,19835.0,126.882239,37.51096
294,동아2차아파트,서울특별시 구로구 경인로 643,주차장,13223.0,126.88519,37.509154
295,대림e-편한세상  2차아파트,서울특별시 구로구 신도림로 16,주차장,49587.0,126.882191,37.505123
296,구로리어린이공원지하주차장,서울특별시 구로구 구로중앙로 13,주차장,6018.0,126.891593,37.490417
297,구로구민회관,서울특별시 구로구 가마산로25길 21,공공시설,8677.0,126.889547,37.497104
298,구로5동주민센터,서울특별시 구로구 구로중앙로28길 66,공공시설,661.0,126.889324,37.500103
299,선경오피스텔,서울특별시 구로구 공원로 3,주차장,3990.0,126.892248,37.497654
300,신도림현대아파트,서울특별시 구로구 새말로9길 45,주차장,6105.0,126.886385,37.505182
301,기산프라자,서울특별시 구로구 구로동로26길 8 지하주차장동,주차장,1025.0,126.884744,37.490203
302,순영웰라이빌,서울특별시 구로구 가마산로 280,주차장,6445.0,126.891562,37.496013
303,우진체리쉬,서울특별시 구로구 구로중앙로18길 53,지하주차장,974.0,126.891883,37.496118
304,대림오페라타워,서울특별시 구로구 구로중앙로 60,주차장,3960.0,126.88941,37.495115
307,하이리빙아파트,서울특별시 구로구 고척로 238,주차장,2175.0,126.859404,37.506125
308,청솔우성아파트,서울특별시 구로구 중앙로 101,주차장,4136.0,126.859933,37.506207
310,씨티월드,서울특별시 구로구 경인로 176,주차장,4820.0,126.841017,37.494314
311,동부골든아파트,서울특별시 구로구 고척로 49,주차장,2268.0,126.841369,37.500007
312,동부아파트,서울특별시 구로구 경인로 248-13,주차장,9686.0,126.848289,37.497538
313,에이스트윈타워1차,서울특별시 구로구 디지털로285,주차장,4322.0,126.894506,37.484447
314,중소기업은행,서울특별시 구로구 디지털로32길55,주차장,2529.0,126.898344,37.483947
315,구로종합사회복지관,서울특별시 구로구 디지털로31길93,공공시설,661.0,126.890816,37.486823
317,베다니교회,서울특별시 구로구 도림로20길11,주차장,1950.0,126.892275,37.489606
318,이화우성아파트,서울특별시 구로구 도림로22길8,주차장,6612.0,126.893254,37.490149
319,이앤씨벤처드림타워3차,서울특별시 구로구 구로구 디지털로31길38-21,주차장,8474.0,126.893713,37.486524
320,해피랜드,서울특별시 구로구 디지털로31길66,주차장,2314.0,126.89236,37.486409
321,광희빌딩,서울특별시 구로구 시흥대로551,주차장,1653.0,126.900246,37.482519
324,우성상가,서울특별시 구로구 도림천로 344,주차장,496.0,126.893908,37.494022
326,현대오피스텔,서울특별시 구로구 구로중앙로18길 5 지하주차장동,주차장,331.0,126.889629,37.494925
327,두산아파트,서울특별시 구로구 도림로 59 지하주차장동,주차장,28100.0,126.888962,37.489899
328,삼익1단지아파트,서울특별시 구로구 중앙로15길 132-17,주차장,4959.0,126.853315,37.508713
329,삼익2단지아파트,서울특별시 구로구 중앙로15길 125,주차장,8264.0,126.852646,37.507787
330,양우아파트,서울특별시 구로구 고척로52길 9,주차장,2975.0,126.856552,37.504972
331,경남2차아파트,서울특별시 구로구 고척로52길 21,주차장,6787.0,126.857141,37.504702
