,대피시설명,주소,평시활용 유형,대피시설 면적,경도,위도
758,마포자이아파트,서울특별시 마포구 독막로42길 2 (염리동 마포자이),주차장,8186.0,126.945853,37.543602
759,청계5가지하쇼핑센터,서울특별시 중구 동호로 지하384,공공시설,884.0,127.002092,37.568965
760,염리세양청마루아파트,서울특별시 마포구 독막로42길 5 (염리동 세양청마루아파트),주차장,893.0,126.94651,37.543062
761,정우빌딩,서울특별시 마포구 토정로37길 46 (도화동 정우빌딩),주차장,2534.0,126.947374,37.542558
762,대림2차아파트,서울특별시 마포구 토정로32길 6 (용강동 마포대림2차e-편한세상),주차장,2066.0,126.940763,37.540926
763,도화동주민센터,서울특별시 마포구 도화길 37 (도화동 도화공영주차장및주민센터),공공시설,2309.0,126.949874,37.541532
764,마포중동현대아파트,서울특별시 마포구 성암로 91 (중동 현대아파트),주차장,7375.0,126.906617,37.571318
765,월드컵9단지,서울특별시 마포구 월드컵북로 501 (상암동 상암월드컵파크9단지),주차장,21483.0,126.878173,37.584799
766,월드컵12단지,서울특별시 마포구 월드컵북로 502-7 (상암동 상암월드컵파크12단지),주차장,8037.0,126.880715,37.586831
770,갤러리아백화점 서관,서울특별시 강남구 압구정로 343 (압구정동 갤러리아백화점),주차장,1544.0,127.040054,37.528475
771,갤러리아백화점 동관,서울특별시 강남구 압구정로 407 (압구정동 갤러리아백화점),주차장,1954.0,127.041832,37.527919
772,기아자동차,서울특별시 강남구 압구정로 417 (압구정동 기아빌딩),주차장,8630.0,127.042886,37.527558
773,배강빌딩,서울특별시 강남구 선릉로 801 (신사동),주차장,9629.0,127.038801,37.523523
774,호림아트센터 2빌딩,서울특별시 강남구 도산대로45길 6 (신사동 호림아트센터 2빌딩),공공시설,6547.0,127.036458,37.522875
775,압구정하이츠파크,서울특별시 강남구 압구정로42길 78 (신사동 압구정하이츠파크),주차장,7933.0,127.033632,37.524087
776,금광아크존,서울특별시 강남구 압구정로42길 36 (신사동 금광아크존1),주차장,1897.0,127.034532,37.52657
777,태성빌딩,서울특별시 강남구 청담동 91-8,주차장,479.0,127.042789,37.523972
778,현대아파트 201동,서울특별시 강남구 청담동 23,주차장,828.0,127.041358,37.521839
779,인성빌딩,서울특별시 강남구 청담동 88-37,주차장,574.0,127.041029,37.524373
780,M빌딩,서울특별시 강남구 청담동 97,주차장,1198.0,127.044789,37.524336
781,금하빌딩,서울특별시 강남구 청담동 41-2,주차장,14203.0,127.041672,37.51764
783,화천회관,서울특별시 강남구 청담동 133-3,공공시설,3452.0,127.057578,37.520481
784,호텔리베라,서울특별시 강남구 청담동 53-7,주차장,2376.0,127.054241,37.523827
785,프리마호텔,서울특별시 강남구 청담동 52-3,주차장,3323.0,127.052283,37.524332
786,청담평생학습관,서울특별시 강남구 청담동 35-10,주차장,4049.0,127.046442,37.519098
787,우리들병원,서울특별시 강남구 청담동 47-4,공공시설,11850.0,127.049609,37.519093
788,언북초등학교 공영주차장,서울특별시 강남구 청담동 27,주차장,3361.0,127.044714,37.520126
790,한국도심공항터미널,서울특별시 강남구 테헤란로87길 22 (삼성동 한국도심공항터미널),주차장,21120.0,127.059443,37.509632
791,COEX,서울특별시 강남구 영동대로 513 (삼성동 코엑스),주차장,27783.0,127.05916,37.511823
792,호텔인터컨티넨탈,서울특별시 강남구 테헤란로 521 (삼성동 그랜드인터콘티넨탈호텔),주차장,28875.0,127.060809,37.509192
793,현대백화점,서울특별시 강남구 테헤란로 517 (삼성동 현대백화점),주차장,22770.0,127.059763,37.508615
794,삼성1동주민센터,서울특별시 강남구 봉은사로 616 (삼성동 삼성1동 주민센터),공공시설,3301.0,127.062609,37.514355
796,강남구립국제교육원,서울특별시 강남구 선릉로 668 (삼성동 강남구보건소강남구립국제교육원),주차장,812.0,127.042315,37.51632
797,강남구청,서울특별시 강남구 학동로 426 (삼성동 강남구청),공공시설,1422.0,127.047061,37.517966
799,라마다서울호텔,서울특별시 강남구 봉은사로 410 (삼성동 라마다서울호텔),주차장,10233.0,127.045278,37.510348
800,성담빌딩,서울특별시 강남구 테헤란로 411 (삼성동 성담빌딩),주차장,4643.0,127.050862,37.505495
801,삼성2문화센터,서울특별시 강남구 봉은사로 419 (삼성동 삼성2동주민센터),공공시설,531.0,127.045976,37.511206
802,중앙하이츠빌리지,서울특별시 강남구 학동로68길 30 (삼성동 삼성동중앙하이츠빌리지),주차장,19203.0,127.046508,37.516579
803,래미안삼성2차아파트,서울특별시 강남구 선릉로130길 20 (삼성동 래미안삼성2차아파트),주차장,22532.0,127.043345,37.515665
804,한솔아파트,서울특별시 강남구 학동로64길 7 (삼성동 한솔아파트),주차장,12111.0,127.045541,37.517538
805,강남구청역,서울특별시 강남구 학동로 지하 346 (삼성동 강남구청역),공공시설,10352.0,127.041301,37.51719
808,동하빌딩,서울특별시 강남구 남부순환로 2913 (대치동 동하빌딩),주차장,2515.0,127.05853,37.492751
809,강원빌딩,서울특별시 강남구 도곡로 418 (대치동 강원빌딩),주차장,1719.0,127.056249,37.496958
811,대치1문화센터,서울특별시 강남구 남부순환로391길 19 (대치동 대치1문화센터),공공시설,1508.0,127.056775,37.493246
813,메디다스벤쳐타운,서울특별시 강남구 영동대로 229 (대치동 메디다스벤처타운),주차장,1320.0,127.067419,37.499536
815,강남구민회관,서울특별시 강남구 삼성로 154 (대치동 강남구의회 강남구민회관),공공시설,5419.0,127.06427,37.493887
816,대치평생학습관,서울특별시 강남구 영동대로57길 7 (대치동 대치평생학습관),주차장,825.0,127.066976,37.499955
817,대치2주민센터,서울특별시 강남구 영동대로65길 24 (대치동 대치2동주민센터),공공시설,5425.0,127.064187,37.502306
819,우성1차아파트,서울특별시 강남구 영동대로 230 (대치동 우성1차아파트),주차장,495.0,127.06847,37.500959
820,래미안대치하이스 모든 동 지하,서울특별시 강남구 도곡로93길 12 (대치동 래미안 대치 하이스턴),주차장,1030.0,127.065476,37.501512
821,쌍용1차아파트 모든 동,서울특별시 강남구 영동대로 210 (대치동 쌍용아파트),주차장,1294.0,127.071368,37.498856
822,쌍용2차아파트 모든 동,서울특별시 강남구 영동대로 220 (대치동 쌍용아파트),주차장,1214.0,127.070627,37.499924
823,동원빌딩,서울특별시 강남구 영동대로 333 (대치동 동원빌딩),주차장,1957.0,127.064872,37.504151
824,글라스타워,서울특별시 강남구 테헤란로 534 (대치동 글라스타워빌딩),주차장,17540.0,127.062794,37.508037
825,노벨빌딩,서울특별시 강남구 테헤란로78길 16 (대치동 노벨빌딩),주차장,2914.0,127.055336,37.50506
826,롯데백화점,서울특별시 강남구 도곡로 401 (대치동 롯데백화점),주차장,6716.0,127.053254,37.496978
827,대치4동주민센터,서울특별시 강남구 도곡로77길 23 (대치동 대치4동주민센터),공공시설,1399.0,127.057847,37.499729
828,삼성생명대치타워,서울특별시 강남구 테헤란로 424 (대치동 삼성생명 대치타워),주차장,12180.0,127.053468,37.505494
829,포스코센타,서울특별시 강남구 테헤란로 440 (대치동 포스코센터),주차장,44890.0,127.056133,37.505813
830,동부금융센터,서울특별시 강남구 테헤란로 432 (대치동 동부금융센터),공공시설,1382.0,127.054762,37.505774
833,삼정빌딩 앞 역삼지하보도,서울특별시 강남구 테헤란로 301 (삼정빌딩),주차장,498.0,127.04305,37.503127
834,공무원연금공단,서울특별시 강남구 언주로 508 (역삼동 공무원연금공단),주차장,11289.0,127.042909,37.503966
835,한독약품,서울특별시 강남구 테헤란로 132 (역삼동 한독약품빌딩),주차장,2624.0,127.033207,37.49932
836,유니온센터,서울특별시 강남구 강남대로 310 (역삼동 유니온센터오피스텔),공공시설,12002.0,127.031485,37.490985
837,우덕빌딩,서울특별시 강남구 강남대로 330 (역삼동 우덕빌딩),주차장,5260.0,127.030631,37.492679
838,한국타이어,서울특별시 강남구 테헤란로 133 (역삼동 한국타이어빌딩),주차장,5831.0,127.033457,37.500149
839,성지하이츠,서울특별시 강남구 논현로 507 (역삼동 성지하이츠3차빌딩),주차장,7405.0,127.036158,37.501579
840,삼원타워,서울특별시 강남구 테헤란로 124 삼원타워 (역삼동),주차장,8088.0,127.031705,37.498746
841,역삼1문화센터,서울특별시 강남구 역삼로7길 16 (역삼동 역삼1문화센터),공공시설,5243.0,127.033283,37.495374
842,엔지니어링공제빌딩,서울특별시 강남구 테헤란로 335 엔지니어링공제빌딩 (역삼동),주차장,3656.0,127.048229,37.504716
844,역삼2문화센터,서울특별시 강남구 도곡로43길 25 (역삼동 역삼2문화센터),공공시설,396.0,127.046817,37.495975
845,PCA라이프타워 앞 역삼지하보도,서울특별시 강남구 테헤란로 302 (역삼동 PCA Life Tower),주차장,399.0,127.043473,37.502431
846,두꺼비빌딩,서울특별시 강남구 테헤란로 310 (역삼동 두꺼비빌딩),주차장,3168.0,127.044749,37.502852
847,동영문화센터,서울특별시 강남구 언주로 337 (역삼동 동영문화센터),공공시설,11154.0,127.044357,37.497925
848,테헤란로오피스빌딩,서울특별시 강남구 테헤란로52길 6 (역삼동 테헤란로오피스빌딩),주차장,8606.0,127.047115,37.503211
849,원경빌딩,서울특별시 강남구 도곡로 205 (역삼동),주차장,7088.0,127.041364,37.492921
850,아세아타워,서울특별시 강남구 논현로 430 (역삼동 아세아타워빌딩),주차장,48150.0,127.038355,37.499002
851,동우빌딩,서울특별시 강남구 테헤란로 328 (역삼동 동우빌딩),주차장,4709.0,127.047681,37.503709
853,KT양재지점 양재전화국,서울특별시 강남구 남부순환로 2653 (도곡동 KT양재지점),주차장,403.0,127.040329,37.485868
854,역삼럭키아파트 101동 지하,서울특별시 강남구 논현로 213 (도곡동 역삼럭키아파트),주차장,2432.0,127.040997,37.491414
860,에스케이리더스뷰아파트,서울특별시 강남구 언주로 201 (도곡동 에스케이리더스뷰),주차장,18219.0,127.048779,37.488427
861,포스코트아파트,서울특별시 강남구 남부순환로381길 15 (도곡동 포스코트아파트),주차장,6458.0,127.047666,37.487936
862,경남아파트,서울특별시 강남구 논현로 209 (도곡동 경남아파트),주차장,10847.0,127.041172,37.489176
863,매봉삼성아파트,서울특별시 강남구 언주로 203 (도곡동 매봉삼성아파트),주차장,5084.0,127.04883,37.48917
865,도곡2동주민센터,서울특별시 강남구 남부순환로378길 34-9 (도곡동 도곡2동주민센터),공공시설,2570.0,127.046416,37.483723
868,우성캐릭터199,서울특별시 강남구 언주로 118 (도곡동 우성캐릭터199),주차장,2742.0,127.051863,37.486901
869,도곡현대비젼21,서울특별시 강남구 언주로30길 10 (도곡동 현대비전21),주차장,2237.0,127.051565,37.487338
870,대림아크로텔,서울특별시 강남구 언주로30길 13 (대림아크로빌대림아크로텔),주차장,16830.0,127.050674,37.488142
871,아카데미스위트,서울특별시 강남구 언주로30길 21 (도곡동 아카데미스위트),주차장,9900.0,127.052014,37.488865
872,우성리빙텔아파트,서울특별시 강남구 언주로30길 27 (도곡동 우성리빙텔),주차장,6389.0,127.052588,37.488422
873,삼성래미안아파트,서울특별시 강남구 남부순환로 2803 (도곡동 삼성래미안아파트),주차장,30083.0,127.051503,37.489604
874,도곡렉슬아파트,서울특별시 강남구 선릉로 221 (도곡동 도곡렉슬아파트),주차장,168300.0,127.049733,37.494208
875,래미안 도곡 카운티,서울특별시 강남구 도곡로 320 (도곡동 래미안도곡카운티),주차장,18208.0,127.052003,37.495639
878,현대1차아파트 현대상가지하,서울특별시 강남구 개포로 303 (개포동 현대1차아파트),주차장,396.0,127.054393,37.483282
880,우성3차아파트 우성3차상가,서울특별시 강남구 개포로 307 (개포동),주차장,495.0,127.056092,37.484632
882,개포2동주민센터,서울특별시 강남구 개포로 511 (개포동 개포2동주민센터),공공시설,1470.0,127.069075,37.489783
885,현대2차아파트208동,서울특별시 강남구 언주로 107 (개포동 현대2차아파트),주차장,3897.0,127.051928,37.483596
888,쌍용개포아파트,서울특별시 강남구 언주로 101 (개포동 쌍용개포아파트),주차장,832.0,127.053279,37.481077
889,포이초등학교 공영주차장,서울특별시 강남구 개포로22길 87 (개포동 포이초등학교),주차장,3469.0,127.052511,37.475916
890,데님관광호텔,서울특별시 강남구 논현로 66 (개포동 데님관광호텔),주차장,2289.0,127.046655,37.476196
893,상록수마을아파트,서울특별시 강남구 광평로10길 15 (일원동 상록수아파트),주차장,2970.0,127.083446,37.482899
894,가람아파트,서울특별시 강남구 일원로 127 (일원동 가람아파트),주차장,2310.0,127.085382,37.483159
896,까치마을아파트,서울특별시 강남구 광평로19길 10 (일원동 목련타운아파트),주차장,3135.0,127.086601,37.485486
897,목련타운아파트,서울특별시 강남구 광평로19길 15 (일원동 목련타운아파트),주차장,3640.0,127.084796,37.485531
898,샘터마을아파트,서울특별시 강남구 일원로 120 (일원동 샘터마을아파트),주차장,2640.0,127.082675,37.485201
899,한솔마을아파트,서울특별시 강남구 광평로10길 6 (일원동 한솔마을아파트),주차장,1650.0,127.076521,37.482628
900,푸른마을아파트,서울특별시 강남구 일원로14길 25 (일원동 푸른마을아파트),주차장,2970.0,127.081101,37.484798
901,일원본동주민센터,서울특별시 강남구 광평로 126 (일원동 일원본동주민센터),공공시설,330.0,127.086481,37.483378
902,강남데시앙포레아파트,서울특별시 강남구 광평로34길 55 (수서동 강남데시앙포레아파트),주차장,35911.0,127.092366,37.480851
903,일원1동주민센터,서울특별시 강남구 양재대로55길 14 (일원동 일원1동주민센터),공공시설,366.0,127.088028,37.491853
906,수서1단지에스에이치빌 101동,서울특별시 강남구 양재대로55길 10 (일원동 수서1단지 에스에이치빌),주차장,2350.0,127.090993,37.493156
909,영희초등학교 영희문화관,서울특별시 강남구 일원로 21 (일원동),주차장,2099.0,127.081131,37.492302
911,석탑프라자,서울특별시 강남구 개포로 615 (개포동 석탑프라자),주차장,6999.0,127.075586,37.492659
912,서울주택도시공사,서울특별시 강남구 개포로 621 (개포동 SH공사),주차장,10230.0,127.078781,37.49413
914,일원2동주민센터,서울특별시 강남구 개포로 607 (개포동 일원2동주민센터),공공시설,380.0,127.073677,37.492152
915,신동아아파트지하주차장,서울특별시 강남구 광평로47길 17 (수서동 신동아아파트),주차장,1650.0,127.098187,37.48791
916,한아름아파트지하주차장,서울특별시 강남구 광평로51길 22 (수서동 한아름아파트),주차장,8451.0,127.103957,37.490219
919,동익아파트지하주차장,서울특별시 강남구 광평로39길 3 (수서동 동익아파트),주차장,4102.0,127.097261,37.485766
921,강남더샵포레스트아파트,서울특별시 강남구 광평로34길 35 (수서동 강남더샵포레스트아파트),주차장,29905.0,127.094837,37.48211
922,하니움아파트,서울특별시 강남구 광평로60길 32 (수서동 하니움),주차장,1220.0,127.107203,37.486601
924,세곡문화센터,서울특별시 강남구 밤고개로 286 (세곡동 기상관측소),공공시설,399.0,127.106912,37.46905
925,강남제일교회,서울특별시 강남구 헌릉로637길 12 (세곡동),주차장,1000.0,127.109041,37.465952
926,강남한양수자인아파트,서울특별시 강남구 자곡로 260 (자곡동 강남한양수자인아파트),주차장,61656.0,127.111607,37.476549
927,엘에이치강남3단지,서울특별시 강남구 자곡로3길 22 (자곡동 엘에이치강남3단지),주차장,8565.0,127.091019,37.469971
928,엘에이치강남힐스테이트아파트,서울특별시 강남구 자곡로3길 21 (자곡동 LH강남힐스테이트),주차장,4787.0,127.088118,37.471768
929,세곡푸르지오아파트,서울특별시 강남구 자곡로 21 (세곡동 세곡푸르지오),주차장,34060.0,127.093263,37.467346
930,세곡리엔파크 4단지,서울특별시 강남구 헌릉로590길 88 (세곡동 세곡리엔파크4단지),주차장,17198.0,127.101446,37.462877
931,래미안포레아파트,서울특별시 강남구 밤고개로21길 25 (율현동),주차장,40804.0,127.107644,37.475046
932,한청빌딩 지하대피시설,서울특별시 마포구 독막로 291 (염리동 한청실업빌딩),주차장,605.0,126.945485,37.544737
935,서교동주민센터,서울특별시 마포구 동교로15길 7 (서교동),공공시설,448.54,126.914591,37.555109
938,뉴한일빌딩,서울특별시 마포구 백범로 130 (염리동),주차장,610.0,126.945217,37.546157
939,서울지방법원 서부지원,서울특별시 마포구 마포대로 174 (공덕동 서부지방법원서부지방검찰청),공공시설,2876.0,126.955766,37.549654
944,지은빌딩,서울특별시 마포구 양화로 111 (서교동),주차장,1070.0,126.919056,37.553786
945,효성빌딩,서울특별시 마포구 마포대로 119 (아현동),주차장,9722.0,126.951677,37.545641
946,별정우체국연금관리단빌딩,서울특별시 마포구 마포대로 130 (공덕동 동방빌딩),공공시설,6545.0,126.952989,37.545973
947,마포T타운,서울특별시 마포구 마포대로 144 마포T타운 (공덕동),주차장,10063.0,126.953758,37.547001
948,신용보증기금마포빌딩,서울특별시 마포구 마포대로 122 (공덕동 신용보증기금빌딩),주차장,10579.0,126.95256,37.5454
954,마포삼성아파트,서울특별시 마포구 도화길 28 (도화동 삼성아파트),주차장,392.0,126.94963,37.539603
955,창강빌딩,서울특별시 마포구 마포대로 86 (도화동),주차장,890.0,126.950579,37.542646
956,현대1차아파트,서울특별시 마포구 새창로 52 (도화동 도화동현대아파트),주차장,654.0,126.955745,37.539905
960,마포구청역,서울특별시 마포구 월드컵로 지하 190 (성산동 마포구청역),공공시설,9699.0,126.903358,37.563426
961,대우빌라,서울특별시 마포구 월드컵북로18길 26 (성산동 대우빌라),주차장,677.69,126.914821,37.563777
962,청원빌딩,서울특별시 마포구 월드컵북로 122 (성산동),주차장,604.96,126.913286,37.564147
963,신수동주민센터,서울특별시 마포구 독막로 192 (신수동 신수동주민센터),공공시설,1536.0,126.935105,37.547158
965,신수현대아파트,서울특별시 마포구 토정로 242 (신수동 신수현대아파트),주차장,2849.6,126.936905,37.542848
966,연남동주민센터,서울특별시 마포구 성미산로29길 17-9 (연남동 연남동주민센터),공공시설,360.0,126.922023,37.564503
968,삼성아파트,서울특별시 마포구 서강로 95 (창전동 창전동삼성아파트),주차장,20558.77,126.9321,37.552043
970,서울가든호텔,서울특별시 마포구 마포대로 58 (도화동 가든호텔),주차장,647.0,126.948362,37.540684
972,다보빌딩(불교방송국),서울특별시 마포구 마포대로 20 (마포동 다보빌딩),주차장,2013.0,126.944988,37.538426
973,한신코아빌딩,서울특별시 마포구 마포대로4다길 18 (마포동 강변한신코아빌딩),주차장,2978.0,126.943912,37.536325
974,헨켈타워,서울특별시 마포구 마포대로4다길 41 (마포동 마포타워빌딩),주차장,2062.0,126.944008,37.535125
975,서강동주민센터 지하1층,서울특별시 마포구 독막로 165 (창전동 서강동주민센터),공공시설,773.71,126.932062,37.547736
976,밤섬현대아파트,서울특별시 마포구 신수로3길 23 (현석동 밤섬현대아파트),주차장,5433.0,126.932386,37.542615
977,성원아파트,서울특별시 마포구 독막로28길 7 (신수동 성원아파트),주차장,4093.0,126.93763,37.54704
978,영화블렌하임 아파트,서울특별시 마포구 월드컵로25길 26 (망원동 마포영화블렌하임),주차장,4670.0,126.906302,37.55853
979,휴먼빌 아파트,서울특별시 마포구 방울내로 31 (망원동 망원동 휴먼빌 아파트),주차장,7045.0,126.898479,37.558567
980,대림2차 아파트,서울특별시 마포구 망원로1길 27 (망원동 망원2차대림아파트),주차장,8676.0,126.899179,37.557
981,마젤란21 아파트,서울특별시 마포구 방울내로11길 43 (망원동 상암마젤란21아파트),주차장,2119.0,126.903015,37.562301
982,코오롱아파트101-103주차장,서울특별시 마포구 연남로 52 (연남동 코오롱하늘채아파트),주차장,9122.0,126.920158,37.564819
983,코오롱아파트104-106 지하주차장,서울특별시 마포구 연남로 30 (연남동 코오롱하늘채아파트),주차장,9776.0,126.921858,37.562712
984,대명아파트 지하주차장,서울특별시 마포구 동교로39길 11 (연남동 대명APT),주차장,3599.0,126.923665,37.561689
985,대원칸타빌,서울특별시 마포구 창전로2길 10 (신수동 대원칸타빌아파트),주차장,7418.0,126.933936,37.547798
986,세양청마루아파트,서울특별시 마포구 독막로 209 (신수동 세양청마루아파트),주차장,5123.0,126.937209,37.547789
987,밤섬경남아너스빌,서울특별시 마포구 독막로28길 10 (신수동 밤섬경남아너스빌),주차장,4982.0,126.936199,37.546989
988,서강GS아파트,서울특별시 마포구 창전로 26 (신정동 서강GS아파트),주차장,5667.0,126.93192,37.544568
989,신촌삼익아파트,서울특별시 마포구 신수로 107 (신수동 신촌삼익아파트),주차장,3951.0,126.934811,37.552077
990,경남아너스빌,서울특별시 마포구 창전로2길 42 (신수동 경남아너스빌),주차장,1434.0,126.933704,37.54978
991,마포경남아너스빌아파트,서울특별시 마포구 신수로 81 (신수동 마포경남아너스빌),주차장,2528.0,126.934144,37.548746
992,반도유보라아파트,서울특별시 마포구 신수로2길 6 (현석동 반도 유보라 아일랜드),주차장,1104.0,126.93448,37.542029
993,벽산e솔렌스힐아파트,서울특별시 마포구 광성로 28 (신수동 마포벽산 이-솔렌스힐아파트),주차장,1600.0,126.936217,37.549334
995,휴먼시아 2단지,서울특별시 마포구 월드컵북로42가길 11 (상암동 휴먼시아),주차장,4475.0,126.897592,37.574748
996,월드컵아파트 1단지,서울특별시 마포구 월드컵북로47길 8 (상암동 상암월드컵아파트 1단지),주차장,7949.0,126.893341,37.574759
997,월드컵아파트 2단지,서울특별시 마포구 월드컵북로47길 46 (상암동 상암월드컵파크 2단지),주차장,7573.0,126.890732,37.574883
998,월드컵아파트 3단지,서울특별시 마포구 월드컵로 338 (상암동 상암월드컵파크3단지),주차장,7238.0,126.890088,37.572774
999,휴먼시아 1단지,서울특별시 마포구 월드컵북로43길 11 (상암동 휴먼시아),주차장,2928.0,126.895713,37.574667
1000,월드컵아파트 4단지,서울특별시 마포구 상암산로1길 24 (상암동 상암 월드컵파크 4단지),주차장,15625.0,126.889343,37.577667
1001,월드컵아파트 5단지,서울특별시 마포구 상암산로1길 52 (상암동 상암 월드컵파크 5단지),주차장,8108.0,126.885394,37.580806
1002,성원2차아파트,서울특별시 마포구 망원로4길 8 (망원동 성원2차아파트),주차장,5966.0,126.901484,37.556335
1003,월드컵아파트6단지,서울특별시 마포구 상암산로1길 57 (상암동 상암월드컵파크 6단지),주차장,12337.0,126.882306,37.580284
1004,월드컵아파트7단지,서울특별시 마포구 상암산로1길 92 (상암동 상암월드컵파크 7단지),주차장,13913.0,126.882098,37.582756
1005,한강로얄스위트아파트 주차장,서울특별시 마포구 망원로 36 (망원동 한강로얄스위트아파트),주차장,547.0,126.900945,37.55632
1006,월드컵아파트8단지,서울특별시 마포구 월드컵로42길 12 (상암동 상암월드컵8단지),주차장,6077.0,126.882676,37.578061
1007,월드컵아파트 10단지,서울특별시 마포구 월드컵북로 502-36 (상암동 상암월드컵파크10단지),주차장,15603.0,126.881975,37.586331
1008,월드컵아파트 11단지,서울특별시 마포구 월드컵북로 502-37 (상암동 상암월드컵파크11단지),주차장,9608.0,126.882285,37.587755
1009,현진에버빌 지하주차장,서울특별시 마포구 동교로3길 125 (망원동),주차장,1490.0,126.897696,37.555435
1010,KCC아파트,서울특별시 동작구 사당로20나길 57,주차장,4298.0,126.97396,37.481597
1012,삼익아파트,서울특별시 동작구 만양로 84,주차장,5246.0,126.945225,37.511368
1013,산본빌딩,서울특별시 동작구 노량진로 138,주차장,6102.0,126.941197,37.513197
1014,극동아파트,서울특별시 동작구 매봉로 158,주차장,1219.0,126.951572,37.511446
1015,본동 신동아아파트,서울특별시 동작구 매봉로 134,주차장,4912.0,126.951492,37.510149
1016,경동윈츠리버아파트,서울특별시 동작구 노량진로32길 156,주차장,8754.0,126.954487,37.509397
1017,삼성래미안아파트,서울특별시 동작구 매봉로 123,주차장,20921.0,126.949867,37.510144
1018,한신휴플러스아파트,서울특별시 동작구 매봉로 99,주차장,10881.0,126.949131,37.509207
1019,신동아리버파크,서울특별시 동작구 만양로 19,주차장,36975.0,126.945721,37.507072
1020,신동아아파트,서울특별시 동작구 만양로3길 78,주차장,6363.0,126.94117,37.506353
1023,노량진 우성아파트,서울특별시 동작구 만양로8길 50,주차장,26208.0,126.946868,37.510305
1024,노량진 쌍용예가아파트,서울특별시 동작구 장승배기로16길 134,주차장,17738.0,126.943678,37.510264
1025,동작구청,서울특별시 동작구 장승배기로 161,공공시설,2380.0,126.939944,37.512529
1026,백이빌딩,서울특별시 동작구 노량진로 116,주차장,1157.0,126.938853,37.513156
1027,노량진2동주민센터,서울특별시 동작구 장승배기로19길 48,공공시설,363.0,126.937319,37.508506
1028,앰배서더호텔,서울특별시 중구 동호로 287,주차장,4217.0,127.002123,37.560579
1029,화동코웨이상가,서울특별시 동작구 노량진로6길 45,주차장,1209.0,126.935987,37.510941
1030,아이비빌딩,서울특별시 동작구 장승배기로 171,주차장,3877.0,126.939944,37.513016
1031,장성교회장성사우나,서울특별시 동작구 장승배기로 113,주차장,3537.0,126.939337,37.507948
1032,유원아파트,서울특별시 동작구 노량진로23가길 20,주차장,2727.0,126.951027,37.51509
1033,아현역푸르지오2단지(지하1층~지하4층)주차장,서울특별시 서대문구 북아현로1길 50 (북아현동 아현역푸르지오),주차장,4500.0,126.952813,37.55969
1034,DMC아이파크 아파트(전동 지하주차장),서울특별시 서대문구 거북골로14길 32 (북가좌동 DMC아이파크아파트),주차장,57803.0,126.914489,37.576989
1035,DMC현대아파트 주차장,서울특별시 서대문구 응암로 33 (북가좌동 북가좌현대아파트),주차장,3963.0,126.907973,37.576782
1036,서부교육지원청 주차장,서울특별시 서대문구 이화여대2길 15 (대현동 서울특별시서부교육지원청),주차장,920.0,126.946807,37.557557
1037,홍제센트럴아이파크아파트 주차장,서울특별시 서대문구 통일로 395 (홍제동 홍제센트럴아이파크),주차장,41156.0,126.944433,37.584619
1039,북한산더샵아파트 주차장,서울특별시 서대문구 통일로 510 (홍은동 북한산더샵),주차장,32723.0,126.941169,37.594571
1040,북한산 두산위브1차,서울특별시 서대문구 홍은중앙로3길 9 (홍은동 북한산 두산위브),지하주차장,9734.0,126.944654,37.599002
1041,현재트윈빌아파트(전동 지하),서울특별시 은평구 서오릉로20길 5-10 (갈현동 현재트윈빌아파트),주차장,7560.0,126.908428,37.61687
1044,시립은평병원,서울특별시 은평구 백련산로 90 (응암동 은평병원),공공시설,2903.0,126.923211,37.59397
1046,시립서북병원,서울특별시 은평구 갈현로7길 49 (역촌동 서울서북병원),공공시설,9788.0,126.905665,37.604358
1049,디지털미디어시티역(6호선),서울특별시 은평구 수색로 지하 175 (증산동 6호선 디지털미디어시티역),주차장,12436.0,126.901927,37.577163
1051,갈현현대1차아파트(전동 지하),서울특별시 은평구 갈현로33길 24 (갈현동 갈현동현대아파트),주차장,12051.0,126.913971,37.62197
1052,코오롱하늘채아파트(전동 지하),서울특별시 은평구 갈현로29길 62 (갈현동 코오롱하늘채아파트),주차장,8195.0,126.910915,37.623359
1053,건영아파트(전동 지하),서울특별시 은평구 갈현로45길 57 (갈현동 갈현동건영아파트),주차장,6321.0,126.913383,37.628975
1054,은평구민체육센터,서울특별시 은평구 진관1로 40 (진관동 은평구민체육센터),공공시설,3722.0,126.923581,37.630439
1055,은평노인종합복지관,서울특별시 은평구 연서로 415 (진관동 은평노인종합복지관),공공시설,889.0,126.929982,37.632252
1056,북한산현대홈타운아파트(전동 지하),서울특별시 은평구 불광로2길 7 (불광동 북한산현대홈타운아파트),주차장,11474.0,126.932665,37.612219
1057,이랜드아파트(전동 지하),서울특별시 은평구 은평터널로 121-6 (신사동 이랜드타운아파트),주차장,5015.0,126.903645,37.590276
1058,대주파크빌아파트(전동 지하),서울특별시 은평구 증산로15길 50 (신사동 대주파크빌),주차장,2529.0,126.908114,37.590683
1060,대림한숲타운아파트(전동 지하),서울특별시 은평구 은평터널로 65 (수색동 대림한숲타운아파트),주차장,17300.0,126.899229,37.58691
1061,이마트,서울특별시 은평구 은평로 111 (응암동 은평이마트),지하주차장,29412.0,126.920513,37.600826
1063,해주드림빌아파트(전동 지하),서울특별시 은평구 응암로 366 (녹번동 해주드림빌),주차장,3309.0,126.92292,37.604053
